,target,X1,X2,X3,X4,X5
0,12.292279016155511,0.5163986277024462,0.25318107443244775,0.43075811093247174,0.7169543856033355,0.7315454359096131
1,-3.8875778207091862,0.5706675868681398,0.11209134463171311,0.6975558516020447,0.6888194206869285,0.7155431506898323
2,15.798936021567453,0.028474226478096942,0.24284004062875042,0.17148268798550115,0.37798478832704285,0.4167428685713106
3,-1.354406340553549,0.17152165622510307,0.006595410399902635,0.110986712381831,0.6419940790453912,0.21971842728545932
4,-1.139959222065455,0.6852769816973125,0.9694894021637702,0.6163107234352604,0.029448034155927783,0.7749691421766243
5,11.02381941112991,0.8338968626360765,0.11087122808170691,0.25958781194350156,0.2288571155030955,0.40256670908835324
6,20.04785631421869,0.3069662196722378,0.9816201649982073,0.8500533370693206,0.6968122416900158,0.7663833274237442
7,1.8589312273044971,0.8936130796833973,0.518209604454742,0.17737147109053486,0.5085793522001947,0.9208988272379991
8,0.5999625846295134,0.7215438617683047,0.18610987977632332,0.5764724914872995,0.27322050502671136,0.06751057553877693
9,-22.554804576927907,0.18993895420479678,0.09317809768114005,0.784181590069347,0.025377269276717906,0.46945325139145766
10,12.591673743056186,0.5542275911247871,0.06786489266577722,0.7824591725137583,0.0655711234420715,0.4803676353988895
11,11.105300344415841,0.3521319540266141,0.1731256775045118,0.5196307442287097,0.534925136078483,0.0071382906221184594
12,12.89609978968644,0.18189240266007867,0.23539376771624254,0.3187561661890197,0.039763361778967776,0.9705111808786085
13,-12.232273664302696,0.7856017618643588,0.8001842879548305,0.9776793329837935,0.657996588660735,0.24082329415793557
14,5.437690916652503,0.9654832224119693,0.6496325665700744,0.24531651468091686,0.5962822864825977,0.7937200041826051
15,4.725970675277231,0.2323536618147607,0.7778388884258146,0.5324125570355296,0.6031420208485934,0.20708911383383644
16,10.231389157167456,0.08356143366334368,0.9873439421333022,0.08385857032522948,0.9807021124207235,0.13943976542346548
17,3.7118304950435084,0.6035484222912185,0.5635855831636531,0.0910624228868252,0.24383810347213297,0.13729098427516673
18,19.690090616227458,0.7289927572876178,0.7029286706120069,0.887815817589501,0.4528272269798135,0.4370752346857033
19,-11.877390183566943,0.2762388284972628,0.29194038944768375,0.3140119380262377,0.6320929995838283,0.3413392738904806
20,2.907021470267507,0.6853063287801783,0.33476722886741883,0.3526506609719877,0.7934530215664438,0.2061847772386285
21,-1.3626353220468364,0.5178674741970474,0.701375947961222,0.4801836853363043,0.7880300489255009,0.050797714902270474
22,8.148797423333399,0.048484537426400576,0.75437194410948,0.17130208558087967,0.8693050017452212,0.408115973387165
23,6.676144214498516,0.13786923756210612,0.6311212809501365,0.9009764743964727,0.03561483912903474,0.4677177197338388
24,19.732094689964853,0.18696742613792106,0.3537066019111139,0.31474142151684903,0.6015777244432383,0.8310020384258907
